game_id,seed_group,round,position,speaker,role,silent,lr_pub,lr_full,dom_pub,dom_full,rand_pub,rand_full
s3g7,3,0,1,Eve,Carrot,0,0.004559,0.007454,0.234111,0.245371,0.225637,0.222114
s3g8,3,0,1,Dave,Carrot,0,0.008194,0.009002,0.239870,0.243196,0.159032,0.181246
s3g9,3,0,1,Bob,Carrot,0,0.003341,0.014521,0.226121,0.260413,0.232819,0.263540
s3g10,3,0,1,Bob,Carrot,0,0.007195,0.018633,0.244282,0.264268,0.237997,0.230712
s3g11,3,0,1,Bob,Carrot,0,0.002256,0.020299,0.213255,0.267329,0.096630,0.384906
s3g12,3,0,1,Bob,Carrot,0,0.003032,0.008059,0.226697,0.244605,0.147036,0.258924
s3g13,3,0,1,Charlie,Parsnip,0,0.015966,0.063450,0.260320,0.297318,0.324082,0.372763
s3g14,3,0,1,Dave,Carrot,0,0.003677,0.023687,0.228452,0.270727,0.151656,0.411332
s3g15,3,0,1,Bob,Carrot,0,0.001844,0.008455,0.215359,0.245744,0.192516,0.267386
s3g16,3,0,1,Alice,Parsnip,0,0.003680,0.047913,0.227024,0.287596,0.187837,0.347617
s3g17,3,0,1,Charlie,Carrot,0,0.001744,0.007292,0.206827,0.239852,0.305955,0.361794
s3g18,3,0,1,Eve,Carrot,0,0.007192,0.009258,0.239663,0.248797,0.178134,0.187882
s3g19,3,0,1,Bob,Parsnip,0,0.019009,0.064970,0.263222,0.299186,0.457871,0.409424
s4g0,4,0,1,Dave,Parsnip,0,0.002072,0.037300,0.218081,0.283706,0.088550,0.089179
s4g1,4,0,1,Bob,Carrot,0,0.016390,0.020207,0.263706,0.268835,0.039869,0.063236
s4g2,4,0,1,Alice,Carrot,0,0.006723,0.011074,0.247053,0.255471,0.035097,0.047683
s4g3,4,0,1,Bob,Carrot,0,0.010235,0.010057,0.252261,0.251519,0.047622,0.038656
s4g4,4,0,1,Bob,Carrot,0,0.004719,0.006350,0.234504,0.236013,0.091996,0.087617
s4g5,4,0,1,Bob,Parsnip,0,0.002944,0.029613,0.231268,0.278625,0.279447,0.089487
s4g6,4,0,1,Dave,Carrot,0,0.002322,0.005540,0.214072,0.235016,0.022741,0.034343
s4g7,4,0,1,Bob,Carrot,0,0.010423,0.031345,0.251465,0.279505,0.055646,0.068161
s4g8,4,0,1,Bob,Carrot,0,0.004521,0.009549,0.225239,0.242811,0.028825,0.040776
s4g9,4,0,1,Charlie,Parsnip,0,0.001675,0.027288,0.219421,0.276095,0.141629,0.092298
s4g10,4,0,1,Charlie,Carrot,0,0.003660,0.014385,0.232203,0.259189,0.047934,0.064000
s4g11,4,0,1,Charlie,Carrot,0,0.001050,0.004067,0.193453,0.224662,0.060005,0.067622
s4g12,4,0,1,Charlie,Carrot,0,0.002929,0.012347,0.218679,0.251541,0.092278,0.109373
s4g13,4,0,1,Bob,Carrot,0,0.000274,0.002139,0.177206,0.217953,0.024237,0.040207
s4g14,4,0,1,Dave,Carrot,0,0.002952,0.014513,0.226778,0.260659,0.026589,0.071396
s4g15,4,0,1,Charlie,Carrot,0,0.004274,0.016247,0.227352,0.260085,0.088497,0.064010
s4g16,4,0,1,Bob,Carrot,0,0.007058,0.012900,0.237516,0.251588,0.061371,0.083597
s4g17,4,0,1,Eve,Carrot,0,0.001275,0.007326,0.203755,0.241195,0.073412,0.051738
s4g18,4,0,1,Bob,Carrot,0,0.001257,0.005392,0.202059,0.232104,0.054130,0.050258
